x,y,result
85.0,-17.0,GOAL
-66.0,16.0,SHOT
-76.0,-4.0,SHOT
33.0,28.0,SHOT
34.0,-31.0,SHOT
-58.0,-25.0,GOAL
-72.0,-1.0,GOAL
-35.0,-35.0,SHOT
40.0,-23.0,SHOT
67.0,0.0,SHOT
80.0,-10.0,SHOT
58.0,-6.0,SHOT
81.0,-27.0,SHOT
37.0,-25.0,SHOT
48.0,-31.0,SHOT
59.0,-3.0,SHOT
-61.0,-23.0,SHOT
-65.0,-23.0,SHOT
-33.0,-12.0,SHOT
-49.0,-28.0,SHOT
68.0,31.0,SHOT
-82.0,30.0,SHOT
48.0,36.0,SHOT
38.0,-2.0,SHOT
-34.0,-29.0,SHOT
59.0,15.0,GOAL
-42.0,20.0,SHOT
-54.0,-28.0,SHOT
78.0,-27.0,SHOT
60.0,33.0,SHOT
-77.0,-11.0,SHOT
-69.0,-35.0,SHOT
-42.0,-32.0,SHOT
-43.0,30.0,SHOT
76.0,36.0,SHOT
-80.0,-4.0,SHOT
-70.0,-14.0,SHOT
60.0,-10.0,SHOT
-72.0,-4.0,GOAL
77.0,-3.0,GOAL
32.0,30.0,SHOT
74.0,-3.0,SHOT
-41.0,-8.0,SHOT
-52.0,-38.0,SHOT
-51.0,-21.0,SHOT
71.0,-22.0,SHOT
-7.0,2.0,SHOT
71.0,11.0,SHOT
-81.0,1.0,GOAL
-61.0,7.0,SHOT
95.0,-30.0,SHOT
87.0,-12.0,SHOT
-33.0,34.0,SHOT
50.0,31.0,SHOT
3.0,-27.0,SHOT
-65.0,-34.0,SHOT
-73.0,-6.0,SHOT
-74.0,24.0,SHOT
70.0,6.0,SHOT
-85.0,28.0,SHOT
70.0,-9.0,SHOT
-56.0,21.0,SHOT
-49.0,25.0,SHOT
21.0,31.0,SHOT
73.0,16.0,SHOT
33.0,-13.0,SHOT
72.0,16.0,SHOT
53.0,23.0,SHOT
-67.0,-9.0,SHOT
-61.0,-16.0,SHOT
-64.0,38.0,SHOT
39.0,-11.0,SHOT
38.0,-2.0,SHOT
-35.0,14.0,SHOT
-69.0,-36.0,SHOT
-45.0,-19.0,SHOT
58.0,-15.0,SHOT
-80.0,4.0,SHOT
-33.0,2.0,SHOT
30.0,-31.0,SHOT
35.0,-32.0,SHOT
44.0,-20.0,SHOT
83.0,10.0,GOAL
-33.0,-32.0,SHOT
3.0,0.0,SHOT
66.0,-10.0,SHOT
78.0,-5.0,SHOT
31.0,-23.0,SHOT
81.0,-2.0,GOAL
-34.0,21.0,SHOT
-45.0,22.0,SHOT
-22.0,2.0,SHOT
-55.0,13.0,SHOT
-1.0,-1.0,SHOT
-75.0,-12.0,SHOT
68.0,-18.0,SHOT
-74.0,-19.0,SHOT
-80.0,1.0,SHOT
-18.0,7.0,SHOT
-75.0,-2.0,SHOT
71.0,-19.0,SHOT
-32.0,-31.0,SHOT
-87.0,-8.0,SHOT
44.0,11.0,SHOT
43.0,-25.0,SHOT
49.0,-14.0,SHOT
-43.0,-17.0,SHOT
-75.0,5.0,SHOT
0.0,-11.0,SHOT
70.0,-8.0,SHOT
58.0,16.0,SHOT
-51.0,-12.0,SHOT
33.0,-25.0,SHOT
-64.0,-4.0,SHOT
75.0,16.0,SHOT
79.0,14.0,GOAL
62.0,-19.0,SHOT
83.0,-11.0,SHOT
85.0,-4.0,SHOT
78.0,5.0,GOAL
-49.0,29.0,SHOT
-15.0,11.0,SHOT
-37.0,7.0,SHOT
-79.0,1.0,SHOT
-67.0,20.0,SHOT
69.0,-5.0,SHOT
-55.0,-1.0,SHOT
-79.0,0.0,SHOT
11.0,31.0,SHOT
-7.0,18.0,SHOT
79.0,0.0,GOAL
74.0,-21.0,SHOT
-74.0,-7.0,SHOT
70.0,18.0,SHOT
45.0,-19.0,SHOT
-67.0,1.0,SHOT
61.0,30.0,SHOT
60.0,-20.0,SHOT
69.0,16.0,SHOT
51.0,8.0,GOAL
88.0,-14.0,SHOT
91.0,-14.0,SHOT
79.0,-4.0,SHOT
80.0,3.0,SHOT
32.0,7.0,SHOT
67.0,-9.0,SHOT
71.0,11.0,SHOT
37.0,-5.0,SHOT
44.0,5.0,SHOT
-78.0,-3.0,GOAL
41.0,28.0,SHOT
33.0,3.0,SHOT
84.0,-2.0,SHOT
47.0,-18.0,SHOT
12.0,-27.0,SHOT
-75.0,-13.0,SHOT
70.0,-8.0,SHOT
69.0,28.0,SHOT
55.0,36.0,SHOT
-64.0,-27.0,SHOT
-46.0,-39.0,SHOT
57.0,-14.0,SHOT
-67.0,6.0,SHOT
-31.0,-20.0,GOAL
-40.0,19.0,SHOT
-80.0,-5.0,SHOT
-55.0,29.0,SHOT
-78.0,0.0,SHOT
-62.0,23.0,SHOT
-73.0,10.0,SHOT
-68.0,-31.0,SHOT
31.0,-1.0,SHOT
31.0,-23.0,SHOT
-21.0,-11.0,SHOT
77.0,-13.0,SHOT
50.0,16.0,SHOT
66.0,5.0,SHOT
4.0,36.0,SHOT
-60.0,-16.0,SHOT
-64.0,1.0,GOAL
76.0,4.0,SHOT
64.0,9.0,GOAL
70.0,-1.0,SHOT
-84.0,-8.0,SHOT
90.0,31.0,SHOT
64.0,-9.0,GOAL
62.0,21.0,SHOT
34.0,5.0,SHOT
5.0,37.0,SHOT
54.0,-26.0,SHOT
-47.0,12.0,GOAL
-59.0,-24.0,SHOT
-54.0,-29.0,SHOT
-58.0,-26.0,SHOT
-78.0,-2.0,SHOT
-88.0,-13.0,SHOT
-34.0,20.0,SHOT
-78.0,-5.0,SHOT
67.0,5.0,SHOT
81.0,0.0,SHOT
-86.0,-9.0,GOAL
71.0,20.0,SHOT
89.0,-6.0,SHOT
81.0,-12.0,SHOT
-87.0,31.0,SHOT
78.0,2.0,SHOT
-81.0,4.0,SHOT
-85.0,-30.0,SHOT
-68.0,-5.0,SHOT
-91.0,35.0,SHOT
75.0,-10.0,SHOT
-33.0,-16.0,SHOT
-58.0,-25.0,SHOT
-77.0,-7.0,SHOT
-82.0,2.0,GOAL
36.0,-25.0,SHOT
-60.0,39.0,SHOT
48.0,-18.0,SHOT
32.0,31.0,SHOT
-72.0,31.0,SHOT
58.0,20.0,SHOT
50.0,-26.0,SHOT
-70.0,3.0,SHOT
43.0,21.0,SHOT
54.0,36.0,SHOT
45.0,35.0,SHOT
60.0,21.0,SHOT
86.0,-9.0,SHOT
-56.0,21.0,GOAL
-82.0,2.0,GOAL
70.0,-32.0,SHOT
86.0,-9.0,SHOT
69.0,-23.0,GOAL
76.0,-14.0,SHOT
81.0,-5.0,SHOT
55.0,-18.0,SHOT
10.0,36.0,SHOT
66.0,30.0,SHOT
60.0,33.0,SHOT
83.0,0.0,SHOT
-70.0,29.0,SHOT
-76.0,-23.0,SHOT
84.0,5.0,GOAL
-20.0,-15.0,SHOT
-36.0,-35.0,SHOT
86.0,-8.0,GOAL
45.0,5.0,SHOT
62.0,21.0,SHOT
62.0,27.0,SHOT
-59.0,-28.0,SHOT
-81.0,0.0,SHOT
73.0,-28.0,SHOT
-56.0,20.0,GOAL
-77.0,-5.0,SHOT
-45.0,-16.0,SHOT
-36.0,-3.0,SHOT
-67.0,24.0,GOAL
-74.0,-3.0,SHOT
-30.0,25.0,SHOT
-38.0,27.0,SHOT
-41.0,2.0,SHOT
-60.0,28.0,SHOT
56.0,22.0,SHOT
72.0,2.0,SHOT
-10.0,10.0,SHOT
80.0,2.0,SHOT
81.0,7.0,SHOT
-30.0,36.0,SHOT
-96.0,-10.0,SHOT
28.0,-7.0,SHOT
78.0,-1.0,SHOT
38.0,-21.0,SHOT
77.0,1.0,SHOT
-67.0,-4.0,SHOT
75.0,8.0,SHOT
83.0,-7.0,GOAL
-70.0,24.0,SHOT
-76.0,-6.0,SHOT
59.0,21.0,SHOT
73.0,-10.0,SHOT
-40.0,25.0,SHOT
-58.0,-29.0,SHOT
55.0,-24.0,SHOT
82.0,-8.0,SHOT
-59.0,36.0,SHOT
60.0,-7.0,SHOT
-81.0,-8.0,GOAL
65.0,-35.0,SHOT
83.0,-19.0,SHOT
62.0,36.0,SHOT
85.0,9.0,SHOT
70.0,-32.0,SHOT
83.0,-5.0,SHOT
78.0,-2.0,SHOT
-35.0,19.0,SHOT
-70.0,0.0,SHOT
-71.0,6.0,SHOT
63.0,6.0,GOAL
61.0,31.0,SHOT
-61.0,-1.0,SHOT
-55.0,-25.0,SHOT
79.0,4.0,SHOT
49.0,32.0,SHOT
56.0,5.0,SHOT
-73.0,-1.0,SHOT
78.0,0.0,SHOT
73.0,-2.0,SHOT
-40.0,-21.0,SHOT
37.0,-18.0,SHOT
-64.0,1.0,SHOT
-34.0,-28.0,SHOT
-69.0,-4.0,SHOT
-21.0,-6.0,SHOT
69.0,12.0,SHOT
37.0,-12.0,SHOT
65.0,38.0,SHOT
64.0,19.0,GOAL
-13.0,16.0,SHOT
38.0,-22.0,SHOT
-39.0,-29.0,SHOT
31.0,27.0,SHOT
-58.0,-23.0,SHOT
43.0,-23.0,SHOT
-76.0,9.0,SHOT
-71.0,5.0,SHOT
-71.0,6.0,SHOT
-74.0,7.0,SHOT
36.0,21.0,SHOT
52.0,-19.0,SHOT
-51.0,-12.0,SHOT
-56.0,-6.0,SHOT
38.0,-7.0,SHOT
50.0,12.0,SHOT
-55.0,7.0,SHOT
30.0,31.0,SHOT
77.0,12.0,SHOT
28.0,22.0,SHOT
-76.0,2.0,SHOT
-61.0,21.0,SHOT
-37.0,20.0,SHOT
-71.0,-1.0,SHOT
-54.0,28.0,SHOT
38.0,1.0,SHOT
-78.0,-9.0,SHOT
-66.0,-5.0,GOAL
89.0,8.0,SHOT
-84.0,-10.0,SHOT
-72.0,-4.0,GOAL
81.0,-4.0,GOAL
-18.0,7.0,SHOT
34.0,15.0,SHOT
83.0,5.0,SHOT
88.0,-4.0,SHOT
82.0,3.0,SHOT
86.0,1.0,GOAL
80.0,26.0,SHOT
-75.0,-13.0,SHOT
-62.0,3.0,SHOT
62.0,-3.0,SHOT
80.0,-13.0,SHOT
61.0,17.0,SHOT
63.0,16.0,SHOT
64.0,3.0,SHOT
86.0,-8.0,GOAL
-54.0,2.0,SHOT
17.0,18.0,SHOT
72.0,-13.0,SHOT
-70.0,10.0,SHOT
28.0,18.0,SHOT
-32.0,3.0,SHOT
33.0,-22.0,SHOT
-64.0,-12.0,SHOT
-30.0,-29.0,SHOT
-59.0,19.0,SHOT
70.0,17.0,SHOT
50.0,17.0,SHOT
59.0,-16.0,SHOT
74.0,-6.0,SHOT
-51.0,-22.0,SHOT
59.0,16.0,SHOT
36.0,23.0,SHOT
83.0,2.0,SHOT
37.0,-5.0,SHOT
-31.0,18.0,SHOT
-77.0,-1.0,GOAL
-80.0,-8.0,SHOT
-51.0,-11.0,GOAL
8.0,7.0,SHOT
76.0,7.0,SHOT
81.0,-7.0,GOAL
72.0,1.0,SHOT
67.0,7.0,SHOT
72.0,5.0,SHOT
63.0,-11.0,SHOT
80.0,-3.0,GOAL
-64.0,12.0,SHOT
75.0,-6.0,SHOT
-66.0,-19.0,SHOT
-13.0,-25.0,SHOT
37.0,-19.0,SHOT
78.0,-5.0,SHOT
47.0,17.0,SHOT
71.0,10.0,SHOT
55.0,18.0,SHOT
-33.0,21.0,SHOT
-57.0,-4.0,SHOT
-72.0,-6.0,SHOT
-74.0,-6.0,SHOT
-66.0,-1.0,GOAL
32.0,-7.0,SHOT
-48.0,-8.0,SHOT
87.0,25.0,SHOT
-66.0,-2.0,SHOT
-65.0,-15.0,SHOT
81.0,7.0,SHOT
38.0,12.0,SHOT
82.0,-10.0,SHOT
83.0,-18.0,SHOT
78.0,4.0,SHOT
81.0,-6.0,SHOT
84.0,-5.0,SHOT
76.0,10.0,SHOT
50.0,-28.0,SHOT
73.0,-11.0,GOAL
70.0,-11.0,SHOT
83.0,16.0,SHOT
71.0,-14.0,SHOT
-70.0,-32.0,SHOT
15.0,18.0,SHOT
67.0,10.0,SHOT
-15.0,36.0,SHOT
-67.0,10.0,GOAL
66.0,-13.0,SHOT
-34.0,2.0,SHOT
-69.0,-15.0,SHOT
-69.0,-29.0,SHOT
73.0,9.0,SHOT
85.0,-6.0,SHOT
69.0,28.0,SHOT
-80.0,8.0,SHOT
18.0,15.0,SHOT
-60.0,18.0,SHOT
82.0,18.0,SHOT
-56.0,-5.0,SHOT
-77.0,-1.0,SHOT
-81.0,4.0,SHOT
73.0,-7.0,SHOT
78.0,4.0,SHOT
37.0,24.0,SHOT
-78.0,-11.0,GOAL
50.0,-10.0,SHOT
59.0,-15.0,SHOT
79.0,24.0,GOAL
-78.0,2.0,SHOT
36.0,27.0,SHOT
54.0,25.0,SHOT
90.0,10.0,SHOT
-83.0,32.0,SHOT
63.0,5.0,SHOT
-75.0,7.0,SHOT
-45.0,33.0,SHOT
-61.0,-16.0,SHOT
-48.0,-29.0,SHOT
-72.0,5.0,GOAL
52.0,20.0,SHOT
-61.0,-4.0,SHOT
72.0,-18.0,SHOT
76.0,-3.0,SHOT
80.0,5.0,SHOT
-70.0,28.0,SHOT
78.0,-7.0,SHOT
-71.0,-20.0,SHOT
-58.0,-22.0,SHOT
78.0,26.0,SHOT
-59.0,25.0,SHOT
-64.0,25.0,SHOT
42.0,-13.0,SHOT
79.0,10.0,SHOT
53.0,9.0,SHOT
7.0,-27.0,SHOT
-61.0,-4.0,SHOT
-42.0,-20.0,SHOT
-81.0,-35.0,SHOT
52.0,-8.0,SHOT
78.0,18.0,GOAL
-69.0,-16.0,SHOT
-42.0,35.0,SHOT
21.0,-39.0,SHOT
42.0,-37.0,SHOT
-77.0,-1.0,SHOT
34.0,11.0,SHOT
95.0,27.0,GOAL
-78.0,-1.0,SHOT
-82.0,12.0,SHOT
-34.0,33.0,SHOT
-90.0,21.0,SHOT
88.0,-11.0,SHOT
-81.0,26.0,SHOT
-73.0,-16.0,GOAL
66.0,-34.0,SHOT
85.0,6.0,SHOT
84.0,6.0,SHOT
-14.0,27.0,SHOT
84.0,5.0,SHOT
70.0,4.0,GOAL
-52.0,-23.0,SHOT
33.0,14.0,SHOT
-86.0,-7.0,SHOT
78.0,4.0,SHOT
73.0,-4.0,SHOT
-61.0,14.0,SHOT
48.0,25.0,SHOT
38.0,34.0,SHOT
-52.0,32.0,SHOT
-80.0,1.0,GOAL
-69.0,0.0,SHOT
86.0,6.0,SHOT
57.0,23.0,SHOT
36.0,11.0,SHOT
-59.0,-22.0,SHOT
-71.0,-35.0,SHOT
-58.0,4.0,SHOT
-70.0,3.0,SHOT
-55.0,-12.0,SHOT
-84.0,6.0,SHOT
-60.0,-18.0,SHOT
-79.0,13.0,SHOT
-87.0,5.0,SHOT
-81.0,9.0,GOAL
-84.0,27.0,SHOT
88.0,-8.0,SHOT
-52.0,-19.0,SHOT
-5.0,-39.0,SHOT
-71.0,-38.0,SHOT
-69.0,-14.0,SHOT
45.0,0.0,SHOT
63.0,24.0,SHOT
-67.0,1.0,SHOT
83.0,8.0,GOAL
-86.0,12.0,SHOT
-75.0,33.0,SHOT
-62.0,-33.0,SHOT
-84.0,28.0,SHOT
82.0,-8.0,SHOT
65.0,3.0,GOAL
-4.0,-20.0,SHOT
73.0,5.0,GOAL
81.0,3.0,GOAL
76.0,6.0,SHOT
85.0,-5.0,SHOT
45.0,-14.0,SHOT
42.0,20.0,SHOT
-84.0,1.0,GOAL
60.0,-17.0,GOAL
-83.0,-8.0,SHOT
-81.0,-9.0,SHOT
56.0,-7.0,SHOT
47.0,-8.0,SHOT
49.0,18.0,SHOT
-51.0,13.0,SHOT
59.0,27.0,SHOT
48.0,-18.0,SHOT
37.0,-24.0,SHOT
-53.0,-4.0,SHOT
55.0,-2.0,SHOT
-77.0,31.0,SHOT
-36.0,23.0,SHOT
48.0,12.0,SHOT
-48.0,-5.0,SHOT
-44.0,22.0,SHOT
55.0,16.0,SHOT
29.0,25.0,SHOT
68.0,-2.0,GOAL
60.0,28.0,SHOT
-33.0,-23.0,SHOT
72.0,3.0,SHOT
77.0,-1.0,SHOT
-30.0,-11.0,SHOT
85.0,-7.0,SHOT
-42.0,5.0,SHOT
-32.0,22.0,SHOT
-31.0,-21.0,SHOT
77.0,9.0,SHOT
72.0,16.0,SHOT
-76.0,-1.0,SHOT
-81.0,-3.0,SHOT
40.0,7.0,SHOT
-43.0,-5.0,SHOT
56.0,-19.0,SHOT
-39.0,-21.0,SHOT
67.0,-23.0,SHOT
-78.0,4.0,SHOT
35.0,23.0,SHOT
-81.0,6.0,SHOT
66.0,10.0,SHOT
-46.0,33.0,SHOT
49.0,-12.0,SHOT
-57.0,2.0,SHOT
50.0,25.0,SHOT
68.0,-16.0,SHOT
6.0,28.0,SHOT
49.0,20.0,SHOT
69.0,-15.0,SHOT
83.0,-25.0,SHOT
33.0,-8.0,SHOT
61.0,-2.0,GOAL
-79.0,-29.0,SHOT
-79.0,-5.0,SHOT
51.0,-16.0,SHOT
63.0,-16.0,SHOT
75.0,22.0,SHOT
-60.0,25.0,SHOT
81.0,-2.0,SHOT
-73.0,2.0,SHOT
-60.0,-14.0,GOAL
40.0,-14.0,GOAL
37.0,8.0,SHOT
-73.0,-27.0,SHOT
-65.0,-21.0,SHOT
-43.0,1.0,SHOT
-78.0,1.0,GOAL
60.0,4.0,SHOT
-46.0,-1.0,SHOT
-79.0,-3.0,SHOT
-44.0,8.0,SHOT
-43.0,17.0,SHOT
-63.0,-16.0,SHOT
-77.0,-2.0,SHOT
-78.0,1.0,SHOT
-60.0,4.0,SHOT
38.0,-20.0,SHOT
60.0,-16.0,SHOT
-75.0,10.0,GOAL
80.0,-8.0,SHOT
36.0,-1.0,SHOT
-72.0,5.0,SHOT
-71.0,11.0,SHOT
63.0,16.0,SHOT
51.0,35.0,SHOT
80.0,3.0,SHOT
-65.0,-34.0,SHOT
-62.0,35.0,SHOT
-77.0,0.0,SHOT
-79.0,-5.0,GOAL
-70.0,-18.0,SHOT
-71.0,1.0,SHOT
-82.0,-26.0,SHOT
-82.0,-19.0,SHOT
-76.0,8.0,SHOT
65.0,14.0,SHOT
-70.0,12.0,SHOT
-35.0,32.0,SHOT
-52.0,31.0,SHOT
-85.0,-36.0,SHOT
-62.0,20.0,SHOT
-45.0,0.0,SHOT
-82.0,10.0,SHOT
-35.0,-30.0,SHOT
78.0,14.0,GOAL
54.0,27.0,SHOT
57.0,-17.0,SHOT
58.0,7.0,SHOT
-37.0,-26.0,SHOT
78.0,23.0,SHOT
-50.0,-23.0,SHOT
-60.0,-10.0,SHOT
-80.0,-3.0,SHOT
-77.0,-5.0,SHOT
-79.0,-1.0,SHOT
-32.0,-18.0,SHOT
-82.0,5.0,SHOT
56.0,-18.0,SHOT
82.0,1.0,GOAL
15.0,1.0,SHOT
81.0,7.0,SHOT
-62.0,14.0,SHOT
-55.0,26.0,SHOT
35.0,33.0,SHOT
82.0,21.0,SHOT
84.0,-8.0,SHOT
-57.0,-21.0,SHOT
-81.0,-28.0,SHOT
81.0,10.0,SHOT
78.0,7.0,SHOT
75.0,-16.0,SHOT
84.0,-2.0,SHOT
69.0,-20.0,SHOT
83.0,-8.0,SHOT
81.0,-4.0,SHOT
-46.0,-1.0,SHOT
-18.0,23.0,SHOT
36.0,0.0,SHOT
80.0,-3.0,SHOT
-1.0,7.0,SHOT
46.0,2.0,SHOT
-51.0,30.0,SHOT
-54.0,-23.0,SHOT
63.0,0.0,SHOT
-76.0,0.0,SHOT
44.0,-25.0,SHOT
-23.0,38.0,SHOT
-66.0,0.0,SHOT
-41.0,4.0,SHOT
82.0,20.0,SHOT
81.0,7.0,GOAL
81.0,-3.0,SHOT
65.0,3.0,SHOT
-60.0,29.0,SHOT
-46.0,33.0,SHOT
-64.0,-16.0,SHOT
31.0,18.0,SHOT
56.0,18.0,SHOT
35.0,-24.0,SHOT
-60.0,-1.0,SHOT
75.0,-2.0,GOAL
77.0,20.0,SHOT
-72.0,-2.0,SHOT
67.0,-14.0,SHOT
-82.0,30.0,SHOT
-54.0,-20.0,SHOT
-53.0,22.0,SHOT
-79.0,9.0,SHOT
71.0,10.0,SHOT
77.0,-6.0,SHOT
-51.0,-26.0,SHOT
53.0,31.0,SHOT
-59.0,-14.0,SHOT
-69.0,4.0,SHOT
-56.0,-13.0,SHOT
-65.0,-29.0,SHOT
63.0,31.0,SHOT
69.0,38.0,SHOT
-76.0,-4.0,GOAL
-82.0,-33.0,SHOT
81.0,-21.0,SHOT
74.0,-4.0,SHOT
-71.0,-5.0,SHOT
53.0,-12.0,SHOT
-71.0,34.0,GOAL
36.0,-26.0,SHOT
-82.0,8.0,SHOT
-61.0,4.0,SHOT
-63.0,-22.0,SHOT
62.0,-3.0,SHOT
75.0,-1.0,GOAL
-81.0,23.0,SHOT
-4.0,36.0,SHOT
81.0,9.0,SHOT
-73.0,1.0,GOAL
75.0,-23.0,SHOT
36.0,-19.0,SHOT
70.0,5.0,SHOT
88.0,-4.0,GOAL
55.0,25.0,SHOT
48.0,-21.0,SHOT
-59.0,31.0,SHOT
-49.0,25.0,SHOT
-69.0,0.0,SHOT
79.0,31.0,SHOT
78.0,0.0,GOAL
-37.0,-31.0,SHOT
-85.0,-7.0,SHOT
-81.0,1.0,GOAL
-82.0,-5.0,GOAL
-73.0,-4.0,SHOT
-78.0,-6.0,SHOT
-84.0,10.0,SHOT
59.0,-12.0,SHOT
47.0,-20.0,SHOT
-65.0,-20.0,SHOT
-58.0,-25.0,SHOT
-66.0,-22.0,SHOT
53.0,-20.0,GOAL
83.0,-7.0,GOAL
-44.0,28.0,SHOT
-39.0,28.0,SHOT
-47.0,-12.0,SHOT
-48.0,-34.0,SHOT
-39.0,-28.0,SHOT
35.0,25.0,SHOT
74.0,-7.0,SHOT
81.0,7.0,GOAL
-48.0,-23.0,SHOT
-40.0,-23.0,SHOT
-58.0,-31.0,SHOT
-69.0,2.0,SHOT
42.0,29.0,SHOT
46.0,-35.0,SHOT
67.0,-12.0,SHOT
66.0,-3.0,SHOT
66.0,-11.0,SHOT
-46.0,-2.0,SHOT
60.0,-35.0,SHOT
-40.0,25.0,SHOT
52.0,13.0,SHOT
82.0,-2.0,SHOT
64.0,-18.0,SHOT
48.0,18.0,SHOT
48.0,-27.0,SHOT
70.0,-27.0,SHOT
-78.0,8.0,GOAL
-48.0,11.0,SHOT
-75.0,1.0,SHOT
-42.0,0.0,SHOT
-41.0,-8.0,SHOT
-56.0,-6.0,SHOT
-82.0,13.0,SHOT
-79.0,2.0,SHOT
60.0,-22.0,SHOT
-76.0,-17.0,SHOT
-79.0,-6.0,SHOT
64.0,-31.0,SHOT
75.0,-16.0,SHOT
74.0,-16.0,GOAL
-70.0,-27.0,SHOT
-31.0,-35.0,SHOT
79.0,-4.0,SHOT
-30.0,30.0,SHOT
-42.0,25.0,SHOT
85.0,-7.0,GOAL
-61.0,-37.0,SHOT
65.0,-4.0,GOAL
50.0,24.0,SHOT
50.0,-1.0,GOAL
62.0,31.0,SHOT
-63.0,-6.0,SHOT
53.0,-31.0,SHOT
-74.0,15.0,SHOT
-84.0,7.0,SHOT
70.0,5.0,SHOT
44.0,32.0,SHOT
38.0,0.0,SHOT
14.0,-38.0,SHOT
48.0,-38.0,SHOT
48.0,19.0,SHOT
81.0,-8.0,GOAL
41.0,-19.0,SHOT
-53.0,-18.0,SHOT
63.0,1.0,SHOT
-61.0,6.0,SHOT
-60.0,-4.0,SHOT
-81.0,-6.0,SHOT
-46.0,3.0,SHOT
-57.0,19.0,SHOT
-65.0,13.0,SHOT
78.0,9.0,SHOT
-66.0,17.0,SHOT
-72.0,-2.0,SHOT
69.0,2.0,SHOT
34.0,35.0,SHOT
83.0,7.0,SHOT
31.0,-29.0,GOAL
-72.0,-16.0,SHOT
65.0,23.0,SHOT
66.0,5.0,SHOT
-62.0,-17.0,SHOT
31.0,19.0,SHOT
68.0,4.0,SHOT
52.0,-9.0,GOAL
56.0,-15.0,SHOT
81.0,22.0,SHOT
-59.0,21.0,SHOT
-41.0,-25.0,SHOT
-31.0,-14.0,SHOT
-78.0,-3.0,SHOT
-77.0,1.0,SHOT
-50.0,24.0,SHOT
70.0,0.0,SHOT
-55.0,18.0,SHOT
45.0,-9.0,SHOT
54.0,6.0,SHOT
67.0,8.0,SHOT
43.0,-17.0,SHOT
-28.0,31.0,SHOT
-81.0,-5.0,SHOT
-58.0,6.0,SHOT
-82.0,-15.0,SHOT
39.0,-10.0,SHOT
50.0,17.0,SHOT
66.0,15.0,SHOT
70.0,23.0,SHOT
-74.0,-4.0,SHOT
-80.0,-2.0,SHOT
56.0,-19.0,SHOT
82.0,-5.0,GOAL
77.0,-7.0,SHOT
-70.0,11.0,GOAL
-68.0,-18.0,SHOT
-46.0,26.0,SHOT
-75.0,18.0,SHOT
77.0,3.0,SHOT
-36.0,18.0,SHOT
-68.0,-22.0,SHOT
-66.0,31.0,SHOT
-30.0,-23.0,SHOT
39.0,-19.0,SHOT
84.0,-13.0,SHOT
23.0,-21.0,SHOT
-30.0,-25.0,SHOT
-36.0,1.0,SHOT
-69.0,-14.0,SHOT
-36.0,-30.0,SHOT
-77.0,-4.0,SHOT
-90.0,-25.0,SHOT
33.0,-22.0,SHOT
-72.0,-1.0,SHOT
-61.0,-23.0,SHOT
72.0,0.0,SHOT
-88.0,5.0,SHOT
-69.0,6.0,SHOT
-30.0,36.0,SHOT
30.0,-26.0,SHOT
70.0,33.0,SHOT
-63.0,11.0,SHOT
-74.0,-24.0,SHOT
-58.0,-12.0,SHOT
-59.0,-21.0,SHOT
-93.0,29.0,SHOT
-67.0,-31.0,SHOT
-59.0,1.0,SHOT
-39.0,13.0,SHOT
-61.0,-23.0,SHOT
-56.0,-20.0,SHOT
-85.0,26.0,SHOT
34.0,24.0,SHOT
-78.0,9.0,SHOT
-41.0,-27.0,SHOT
-74.0,-5.0,SHOT
73.0,-34.0,SHOT
71.0,-14.0,SHOT
-29.0,-2.0,SHOT
82.0,1.0,SHOT
-75.0,-16.0,SHOT
-37.0,3.0,SHOT
-86.0,13.0,SHOT
-79.0,14.0,SHOT
78.0,11.0,SHOT
8.0,5.0,SHOT
80.0,5.0,SHOT
37.0,-17.0,SHOT
-81.0,29.0,SHOT
-57.0,-18.0,SHOT
-44.0,1.0,SHOT
-79.0,-31.0,SHOT
-83.0,-27.0,SHOT
-80.0,5.0,SHOT
-83.0,-19.0,SHOT
-77.0,3.0,GOAL
70.0,20.0,SHOT
36.0,25.0,SHOT
20.0,-37.0,SHOT
-86.0,-16.0,SHOT
82.0,-8.0,SHOT
-82.0,12.0,SHOT
-53.0,0.0,SHOT
-80.0,-1.0,SHOT
-87.0,5.0,SHOT
20.0,20.0,SHOT
35.0,-28.0,SHOT
81.0,-31.0,SHOT
17.0,-33.0,SHOT
71.0,-22.0,SHOT
81.0,11.0,SHOT
-76.0,38.0,SHOT
42.0,-1.0,SHOT
-69.0,38.0,SHOT
78.0,38.0,SHOT
73.0,-19.0,SHOT
-70.0,-38.0,SHOT
-39.0,19.0,SHOT
-81.0,-6.0,SHOT
35.0,27.0,SHOT
79.0,3.0,SHOT
80.0,-1.0,SHOT
48.0,-35.0,SHOT
65.0,-27.0,SHOT
77.0,29.0,SHOT
81.0,19.0,SHOT
69.0,-35.0,SHOT
67.0,-1.0,SHOT
-75.0,-5.0,SHOT
-61.0,3.0,SHOT
74.0,17.0,SHOT
59.0,-1.0,SHOT
82.0,3.0,GOAL
36.0,10.0,SHOT
64.0,-11.0,SHOT
62.0,5.0,SHOT
-78.0,-1.0,GOAL
-38.0,-16.0,SHOT
-67.0,22.0,SHOT
44.0,21.0,SHOT
-74.0,11.0,SHOT
43.0,-21.0,SHOT
43.0,-22.0,SHOT
-85.0,-25.0,SHOT
-69.0,14.0,SHOT
-68.0,-20.0,SHOT
-65.0,25.0,GOAL
